'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
13,1A521875,RM6000,New Castle,64161,9/3/2020,2:11:25 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,9/3/2020,2:11:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,2:20:09 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/3/2020,2:20:12 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,2:36:15 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/3/2020,2:36:20 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,4:43:31 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,9/3/2020,4:43:34 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,4:58:48 AM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,9/3/2020,4:58:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,5:08:26 AM,EDT,380E4D85ECE6,Low,2,0,2,2,10,0,,,,,9/3/2020,5:08:31 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,6:42:15 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/3/2020,6:42:21 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/3/2020,6:52:36 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/3/2020,6:52:38 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/4/2020,1:44:06 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/4/2020,1:44:10 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/4/2020,1:47:43 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/4/2020,1:47:45 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/4/2020,1:56:53 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/4/2020,1:56:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/4/2020,3:56:40 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/4/2020,3:56:44 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/4/2020,6:28:10 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/4/2020,6:28:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/8/2020,2:01:49 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,9/8/2020,2:01:52 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/8/2020,2:14:47 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,9/8/2020,2:14:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/8/2020,2:20:16 AM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,9/8/2020,2:20:19 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,1:49:49 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/9/2020,1:49:52 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,1:55:58 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/9/2020,1:56:00 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,2:03:37 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/9/2020,2:03:41 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,2:42:56 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/9/2020,2:42:59 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,2:55:43 AM,EDT,7C0ECE6070F6,Low,2,1,2,2,10,0,,,,,9/9/2020,2:55:48 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/9/2020,3:23:37 AM,EDT,7C0ECE607086,Low,2,1,2,2,10,0,,,,,9/9/2020,3:23:39 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/10/2020,1:50:45 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/10/2020,1:50:51 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/10/2020,2:13:42 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/10/2020,2:13:45 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/10/2020,2:23:47 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/10/2020,2:23:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/10/2020,6:45:22 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/10/2020,6:45:25 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/11/2020,2:25:29 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/11/2020,2:25:32 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/11/2020,2:33:45 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/11/2020,2:33:47 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/11/2020,2:45:55 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/11/2020,2:45:59 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/11/2020,3:11:42 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/11/2020,3:11:53 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/17/2020,5:08:39 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/17/2020,5:08:44 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/17/2020,5:48:12 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/17/2020,5:48:17 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/23/2020,5:50:52 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/23/2020,5:50:55 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,64161,9/23/2020,5:58:10 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/23/2020,5:58:13 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/8/2020,10:56:11 PM,EDT,005D73D62129,Low,2,0,2,2,10,0,,,,,9/8/2020,10:56:13 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/15/2020,10:56:07 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,9/15/2020,10:56:10 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/16/2020,10:49:59 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/16/2020,10:50:02 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/22/2020,6:19:12 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/22/2020,6:19:15 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/22/2020,6:25:54 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/22/2020,6:25:57 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/22/2020,6:28:14 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/22/2020,6:28:15 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/23/2020,10:32:37 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/23/2020,10:32:39 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,60989,9/23/2020,10:45:13 PM,EDT,B4DE318A2AD9,Low,2,2,2,0,10,11,,,,,9/23/2020,10:45:14 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,7:54:41 AM,EDT,7C0ECE607086,Low,2,0,2,2,10,0,,,,,9/8/2020,7:54:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,8:00:56 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/8/2020,8:01:08 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,8:07:40 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/8/2020,8:07:43 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,9:17:25 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/8/2020,9:17:27 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,10:09:53 AM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,9/8/2020,10:09:55 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,11:01:53 AM,EDT,00C88BC11A76,Low,2,0,2,2,10,0,,,,,9/8/2020,11:01:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,11:10:56 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/8/2020,11:11:01 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,11:44:49 AM,EDT,005D73D62129,Low,2,0,2,2,10,0,,,,,9/8/2020,11:44:53 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,11:53:34 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/8/2020,11:53:41 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/8/2020,12:48:08 PM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/8/2020,12:48:12 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,8:07:37 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/9/2020,8:07:42 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,8:28:30 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/9/2020,8:28:35 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,8:36:44 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/9/2020,8:36:49 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,9:14:38 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/9/2020,9:14:43 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,9:22:05 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/9/2020,9:22:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,9:31:23 AM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,9/9/2020,9:31:26 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,12:30:09 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/9/2020,12:30:12 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,12:42:07 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/9/2020,12:42:10 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,12:52:18 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/9/2020,12:52:21 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,12:59:44 PM,EDT,005D73D62129,Low,2,1,2,4,10,0,,,,,9/9/2020,12:59:49 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,2:45:03 PM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,9/9/2020,2:45:08 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/9/2020,2:52:31 PM,EDT,00C88BC11A76,Low,2,1,2,2,10,0,,,,,9/9/2020,2:52:34 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,8:10:56 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/10/2020,8:11:01 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,8:26:33 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/10/2020,9:21:57 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,9:19:06 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/10/2020,9:21:59 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,9:50:19 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/10/2020,9:50:24 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,9:57:13 AM,EDT,005D73D62129,Low,2,1,2,2,10,0,,,,,9/10/2020,9:57:16 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,11:13:41 AM,EDT,NC-005,Low,2,1,2,2,10,0,,,,,9/10/2020,11:13:45 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,12:39:11 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/10/2020,12:39:14 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,12:52:53 PM,EDT,7C0ECE607086,Low,2,0,2,2,10,0,,,,,9/10/2020,12:52:58 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,12:57:13 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/10/2020,12:57:19 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,1:41:43 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,9/10/2020,1:41:48 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,1:49:16 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,9/10/2020,1:49:29 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/10/2020,1:59:38 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,9/10/2020,1:59:49 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,7:36:50 AM,EDT,00C88BC11A76,Low,2,1,2,3,10,0,,,,,9/11/2020,7:36:55 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,8:25:45 AM,EDT,B4DE31962069,Low,2,1,2,3,10,0,,,,,9/11/2020,8:25:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,8:56:37 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/11/2020,8:56:42 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,10:55:54 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/11/2020,10:55:59 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,11:54:16 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/11/2020,11:54:21 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,12:25:38 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/11/2020,12:25:41 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,12:33:05 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/11/2020,12:33:10 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/11/2020,12:45:42 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/11/2020,12:45:47 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,8:00:37 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/14/2020,8:00:47 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,8:17:04 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/14/2020,8:17:10 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,8:25:47 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/14/2020,8:26:00 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,9:22:13 AM,EDT,005D73D62129,Low,2,0,2,2,10,0,,,,,9/14/2020,9:22:16 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,9:27:00 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/14/2020,9:27:06 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,9:45:35 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/14/2020,9:45:41 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,9:55:45 AM,EDT,005D73D62129,Low,2,0,2,2,10,0,,,,,9/14/2020,9:55:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,10:13:13 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/14/2020,10:13:18 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,10:21:29 AM,EDT,005D73D62129,Low,2,0,2,2,10,0,,,,,9/14/2020,10:21:35 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,10:44:26 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/14/2020,10:44:32 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,10:50:45 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/14/2020,10:50:51 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,11:02:47 AM,EDT,00C88BC11A79,Low,2,1,2,4,10,0,,,,,9/14/2020,11:02:50 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,12:31:43 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/14/2020,12:31:46 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,12:40:43 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/14/2020,12:40:49 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/14/2020,12:50:01 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/14/2020,12:50:07 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,8:20:28 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/15/2020,8:20:31 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,8:28:02 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/15/2020,8:28:07 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,8:51:01 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/15/2020,8:51:04 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,9:16:16 AM,EDT,00C88BC11A76,Low,2,0,2,2,10,0,,,,,9/15/2020,9:16:22 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,9:39:53 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/15/2020,9:39:56 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,9:54:27 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/15/2020,9:54:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,12:23:23 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/15/2020,12:23:29 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,12:35:22 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/15/2020,12:35:25 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/15/2020,12:42:22 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/15/2020,12:42:26 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,7:48:23 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/16/2020,7:48:29 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,7:53:51 AM,EDT,B4DE318A2AD9,Low,2,0,2,3,10,0,,,,,9/16/2020,7:53:57 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,8:03:08 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/16/2020,8:03:11 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,9:16:30 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/16/2020,9:16:33 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,9:23:11 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/16/2020,9:23:14 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,9:32:16 AM,EDT,7C0ECE607089,Low,2,1,2,2,10,0,,,,,9/16/2020,9:32:19 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,12:28:21 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/16/2020,12:28:24 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,12:32:38 PM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/16/2020,12:32:41 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/16/2020,12:36:56 PM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/16/2020,12:37:01 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,7:23:26 AM,EDT,00C88BC11A76,Low,2,0,2,2,10,0,,,,,9/17/2020,7:23:30 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,7:39:32 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/17/2020,7:39:40 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,7:49:14 AM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,9/17/2020,7:49:17 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,8:51:51 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/17/2020,8:51:57 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,9:17:17 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/17/2020,9:17:19 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,9:26:18 AM,EDT,B4DE318A2AD9,Low,2,1,2,4,10,0,,,,,9/17/2020,9:26:23 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,9:39:56 AM,EDT,B4DE318A2AD9,Low,2,1,2,4,10,0,,,,,9/17/2020,9:40:00 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,12:27:20 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/17/2020,12:27:25 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,12:31:55 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/17/2020,12:31:57 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,12:37:31 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,9/17/2020,12:37:34 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,1:35:10 PM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,9/17/2020,1:35:17 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,1:42:43 PM,EDT,B4DE318A2AD9,Low,2,0,2,2,10,0,,,,,9/17/2020,1:42:46 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/17/2020,1:49:40 PM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/17/2020,1:49:42 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,7:36:12 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,9/18/2020,7:36:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,7:56:31 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/18/2020,7:56:36 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,8:06:19 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/18/2020,8:06:22 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,9:22:41 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,9/18/2020,9:22:47 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,10:39:53 AM,EDT,00C88BC11A79,Low,2,0,2,2,10,0,,,,,9/18/2020,10:39:58 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,11:15:46 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,9/18/2020,11:15:48 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,25491,9/18/2020,11:23:11 AM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,9/18/2020,11:23:14 AM,EDT,Auto Acknowledged by System
